date,Central & Western,Eastern,Southern,Wan Chai,Kowloon City,Kwun Tong,Sham Shui Po,Wong Tai Sin,Yau Tsim Mong,Kwai Tsing,North,Sai Kung,Sha Tin,Tai Po,Tsuen Wan,Tuen Mun,Yuen Long,OutlyingIslands
2000-04-23 00:00:00,221230.6037735849,486836.90566037735,268716.7358490566,210113.71698113208,461891.1698113208,3030656.6415094337,210762.18867924527,317460.3396226415,411630.88679245283,2132013.6603773586,877030.2641509434,435136.641509434,407342.28301886795,479440.6603773585,1088331.716981132,812892.9056603773,1599464.9056603773,310842.4528301887
2000-04-30 00:00:00,221230.6037735849,486836.90566037735,268716.7358490566,210113.71698113208,461891.1698113208,3030656.6415094337,210762.18867924527,317460.3396226415,411630.88679245283,2132013.6603773586,877030.2641509434,435136.641509434,407342.28301886795,479440.6603773585,1088331.716981132,812892.9056603773,1599464.9056603773,310842.4528301887
2000-05-07 00:00:00,221230.6037735849,486836.90566037735,268716.7358490566,210113.71698113208,461891.1698113208,3030656.6415094337,210762.18867924527,317460.3396226415,411630.88679245283,2132013.6603773586,877030.2641509434,435136.641509434,407342.28301886795,479440.6603773585,1088331.716981132,812892.9056603773,1599464.9056603773,310842.4528301887
2000-05-14 00:00:00,221230.6037735849,486836.90566037735,268716.7358490566,210113.71698113208,461891.1698113208,3030656.6415094337,210762.18867924527,317460.3396226415,411630.88679245283,2132013.6603773586,877030.2641509434,435136.641509434,407342.28301886795,479440.6603773585,1088331.716981132,812892.9056603773,1599464.9056603773,310842.4528301887
2000-05-21 00:00:00,221230.6037735849,486836.90566037735,268716.7358490566,210113.71698113208,461891.1698113208,3030656.6415094337,210762.18867924527,317460.3396226415,411630.88679245283,2132013.6603773586,877030.2641509434,435136.641509434,407342.28301886795,479440.6603773585,1088331.716981132,812892.9056603773,1599464.9056603773,310842.4528301887
2000-05-28 00:00:00,221230.6037735849,486836.90566037735,268716.7358490566,210113.71698113208,461891.1698113208,3030656.6415094337,210762.18867924527,317460.3396226415,411630.88679245283,2132013.6603773586,877030.2641509434,435136.641509434,407342.28301886795,479440.6603773585,1088331.716981132,812892.9056603773,1599464.9056603773,310842.4528301887
2000-06-04 00:00:00,221230.6037735849,486836.90566037735,268716.7358490566,210113.71698113208,461891.1698113208,3030656.6415094337,210762.18867924527,317460.3396226415,411630.88679245283,2132013.6603773586,877030.2641509434,435136.641509434,407342.28301886795,479440.6603773585,1088331.716981132,812892.9056603773,1599464.9056603773,310842.4528301887
2000-06-11 00:00:00,221230.6037735849,486836.90566037735,268716.7358490566,210113.71698113208,461891.1698113208,3030656.6415094337,210762.18867924527,317460.3396226415,411630.88679245283,2132013.6603773586,877030.2641509434,435136.641509434,407342.28301886795,479440.6603773585,1088331.716981132,812892.9056603773,1599464.9056603773,310842.4528301887
2000-06-18 00:00:00,221230.6037735849,486836.90566037735,268716.7358490566,210113.71698113208,461891.1698113208,3030656.6415094337,210762.18867924527,317460.3396226415,411630.88679245283,2132013.6603773586,877030.2641509434,435136.641509434,407342.28301886795,479440.6603773585,1088331.716981132,812892.9056603773,1599464.9056603773,310842.4528301887
2000-06-25 00:00:00,221230.6037735849,486836.90566037735,268716.7358490566,210113.71698113208,461891.1698113208,3030656.6415094337,210762.18867924527,317460.3396226415,411630.88679245283,2132013.6603773586,877030.2641509434,435136.641509434,407342.28301886795,479440.6603773585,1088331.716981132,812892.9056603773,1599464.9056603773,310842.4528301887
2000-07-02 00:00:00,221230.6037735849,486836.90566037735,268716.7358490566,210113.71698113208,461891.1698113208,3030656.6415094337,210762.18867924527,317460.3396226415,411630.88679245283,2132013.6603773586,877030.2641509434,435136.641509434,407342.28301886795,479440.6603773585,1088331.716981132,812892.9056603773,1599464.9056603773,310842.4528301887
2000-07-09 00:00:00,221230.6037735849,486836.90566037735,268716.7358490566,210113.71698113208,461891.1698113208,3030656.6415094337,210762.18867924527,317460.3396226415,411630.88679245283,2132013.6603773586,877030.2641509434,435136.641509434,407342.28301886795,479440.6603773585,1088331.716981132,812892.9056603773,1599464.9056603773,310842.4528301887
2000-07-16 00:00:00,221230.6037735849,486836.90566037735,268716.7358490566,210113.71698113208,461891.1698113208,3030656.6415094337,210762.18867924527,317460.3396226415,411630.88679245283,2132013.6603773586,877030.2641509434,435136.641509434,407342.28301886795,479440.6603773585,1088331.716981132,812892.9056603773,1599464.9056603773,310842.4528301887
2000-07-23 00:00:00,221230.6037735849,486836.90566037735,268716.7358490566,210113.71698113208,461891.1698113208,3030656.6415094337,210762.18867924527,317460.3396226415,411630.88679245283,2132013.6603773586,877030.2641509434,435136.641509434,407342.28301886795,479440.6603773585,1088331.716981132,812892.9056603773,1599464.9056603773,310842.4528301887
2000-07-30 00:00:00,221230.6037735849,486836.90566037735,268716.7358490566,210113.71698113208,461891.1698113208,3030656.6415094337,210762.18867924527,317460.3396226415,411630.88679245283,2132013.6603773586,877030.2641509434,435136.641509434,407342.28301886795,479440.6603773585,1088331.716981132,812892.9056603773,1599464.9056603773,310842.4528301887
2000-08-06 00:00:00,221230.6037735849,486836.90566037735,268716.7358490566,210113.71698113208,461891.1698113208,3030656.6415094337,210762.18867924527,317460.3396226415,411630.88679245283,2132013.6603773586,877030.2641509434,435136.641509434,407342.28301886795,479440.6603773585,1088331.716981132,812892.9056603773,1599464.9056603773,310842.4528301887
2000-08-13 00:00:00,221230.6037735849,486836.90566037735,268716.7358490566,210113.71698113208,461891.1698113208,3030656.6415094337,210762.18867924527,317460.3396226415,411630.88679245283,2132013.6603773586,877030.2641509434,435136.641509434,407342.28301886795,479440.6603773585,1088331.716981132,812892.9056603773,1599464.9056603773,310842.4528301887
2000-08-20 00:00:00,221230.6037735849,486836.90566037735,268716.7358490566,210113.71698113208,461891.1698113208,3030656.6415094337,210762.18867924527,317460.3396226415,411630.88679245283,2132013.6603773586,877030.2641509434,435136.641509434,407342.28301886795,479440.6603773585,1088331.716981132,812892.9056603773,1599464.9056603773,310842.4528301887
2000-08-27 00:00:00,221230.6037735849,486836.90566037735,268716.7358490566,210113.71698113208,461891.1698113208,3030656.6415094337,210762.18867924527,317460.3396226415,411630.88679245283,2132013.6603773586,877030.2641509434,435136.641509434,407342.28301886795,479440.6603773585,1088331.716981132,812892.9056603773,1599464.9056603773,310842.4528301887
2000-09-03 00:00:00,221230.6037735849,486836.90566037735,268716.7358490566,210113.71698113208,461891.1698113208,3030656.6415094337,210762.18867924527,317460.3396226415,411630.88679245283,2132013.6603773586,877030.2641509434,435136.641509434,407342.28301886795,479440.6603773585,1088331.716981132,812892.9056603773,1599464.9056603773,310842.4528301887
2000-09-10 00:00:00,221230.6037735849,486836.90566037735,268716.7358490566,210113.71698113208,461891.1698113208,3030656.6415094337,210762.18867924527,317460.3396226415,411630.88679245283,2132013.6603773586,877030.2641509434,435136.641509434,407342.28301886795,479440.6603773585,1088331.716981132,812892.9056603773,1599464.9056603773,310842.4528301887
2000-09-17 00:00:00,221230.6037735849,486836.90566037735,268716.7358490566,210113.71698113208,461891.1698113208,3030656.6415094337,210762.18867924527,317460.3396226415,411630.88679245283,2132013.6603773586,877030.2641509434,435136.641509434,407342.28301886795,479440.6603773585,1088331.716981132,812892.9056603773,1599464.9056603773,310842.4528301887
2000-09-24 00:00:00,221230.6037735849,486836.90566037735,268716.7358490566,210113.71698113208,461891.1698113208,3030656.6415094337,210762.18867924527,317460.3396226415,411630.88679245283,2132013.6603773586,877030.2641509434,435136.641509434,407342.28301886795,479440.6603773585,1088331.716981132,812892.9056603773,1599464.9056603773,310842.4528301887
2000-10-01 00:00:00,221230.6037735849,486836.90566037735,268716.7358490566,210113.71698113208,461891.1698113208,3030656.6415094337,210762.18867924527,317460.3396226415,411630.88679245283,2132013.6603773586,877030.2641509434,435136.641509434,407342.28301886795,479440.6603773585,1088331.716981132,812892.9056603773,1599464.9056603773,310842.4528301887
2000-10-08 00:00:00,221230.6037735849,486836.90566037735,268716.7358490566,210113.71698113208,461891.1698113208,3030656.6415094337,210762.18867924527,317460.3396226415,411630.88679245283,2132013.6603773586,877030.2641509434,435136.641509434,407342.28301886795,479440.6603773585,1088331.716981132,812892.9056603773,1599464.9056603773,310842.4528301887
2000-10-15 00:00:00,221230.6037735849,486836.90566037735,268716.7358490566,210113.71698113208,461891.1698113208,3030656.6415094337,210762.18867924527,317460.3396226415,411630.88679245283,2132013.6603773586,877030.2641509434,435136.641509434,407342.28301886795,479440.6603773585,1088331.716981132,812892.9056603773,1599464.9056603773,310842.4528301887
2000-10-22 00:00:00,221230.6037735849,486836.90566037735,268716.7358490566,210113.71698113208,461891.1698113208,3030656.6415094337,210762.18867924527,317460.3396226415,411630.88679245283,2132013.6603773586,877030.2641509434,435136.641509434,407342.28301886795,479440.6603773585,1088331.716981132,812892.9056603773,1599464.9056603773,310842.4528301887
2000-10-29 00:00:00,221230.6037735849,486836.90566037735,268716.7358490566,210113.71698113208,461891.1698113208,3030656.6415094337,210762.18867924527,317460.3396226415,411630.88679245283,2132013.6603773586,877030.2641509434,435136.641509434,407342.28301886795,479440.6603773585,1088331.716981132,812892.9056603773,1599464.9056603773,310842.4528301887
2000-11-05 00:00:00,221230.6037735849,486836.90566037735,268716.7358490566,210113.71698113208,461891.1698113208,3030656.6415094337,210762.18867924527,317460.3396226415,411630.88679245283,2132013.6603773586,877030.2641509434,435136.641509434,407342.28301886795,479440.6603773585,1088331.716981132,812892.9056603773,1599464.9056603773,310842.4528301887
2000-11-12 00:00:00,221230.6037735849,486836.90566037735,268716.7358490566,210113.71698113208,461891.1698113208,3030656.6415094337,210762.18867924527,317460.3396226415,411630.88679245283,2132013.6603773586,877030.2641509434,435136.641509434,407342.28301886795,479440.6603773585,1088331.716981132,812892.9056603773,1599464.9056603773,310842.4528301887
2000-11-19 00:00:00,221230.6037735849,486836.90566037735,268716.7358490566,210113.71698113208,461891.1698113208,3030656.6415094337,210762.18867924527,317460.3396226415,411630.88679245283,2132013.6603773586,877030.2641509434,435136.641509434,407342.28301886795,479440.6603773585,1088331.716981132,812892.9056603773,1599464.9056603773,310842.4528301887
2000-11-26 00:00:00,221230.6037735849,486836.90566037735,268716.7358490566,210113.71698113208,461891.1698113208,3030656.6415094337,210762.18867924527,317460.3396226415,411630.88679245283,2132013.6603773586,877030.2641509434,435136.641509434,407342.28301886795,479440.6603773585,1088331.716981132,812892.9056603773,1599464.9056603773,310842.4528301887
2000-12-03 00:00:00,221230.6037735849,486836.90566037735,268716.7358490566,210113.71698113208,461891.1698113208,3030656.6415094337,210762.18867924527,317460.3396226415,411630.88679245283,2132013.6603773586,877030.2641509434,435136.641509434,407342.28301886795,479440.6603773585,1088331.716981132,812892.9056603773,1599464.9056603773,310842.4528301887
2000-12-10 00:00:00,221230.6037735849,486836.90566037735,268716.7358490566,210113.71698113208,461891.1698113208,3030656.6415094337,210762.18867924527,317460.3396226415,411630.88679245283,2132013.6603773586,877030.2641509434,435136.641509434,407342.28301886795,479440.6603773585,1088331.716981132,812892.9056603773,1599464.9056603773,310842.4528301887
2000-12-17 00:00:00,221230.6037735849,486836.90566037735,268716.7358490566,210113.71698113208,461891.1698113208,3030656.6415094337,210762.18867924527,317460.3396226415,411630.88679245283,2132013.6603773586,877030.2641509434,435136.641509434,407342.28301886795,479440.6603773585,1088331.716981132,812892.9056603773,1599464.9056603773,310842.4528301887
2000-12-24 00:00:00,221230.6037735849,486836.90566037735,268716.7358490566,210113.71698113208,461891.1698113208,3030656.6415094337,210762.18867924527,317460.3396226415,411630.88679245283,2132013.6603773586,877030.2641509434,435136.641509434,407342.28301886795,479440.6603773585,1088331.716981132,812892.9056603773,1599464.9056603773,310842.4528301887
2000-12-31 00:00:00,221230.6037735849,486836.90566037735,268716.7358490566,210113.71698113208,461891.1698113208,3030656.6415094337,210762.18867924527,317460.3396226415,411630.88679245283,2132013.6603773586,877030.2641509434,435136.641509434,407342.28301886795,479440.6603773585,1088331.716981132,812892.9056603773,1599464.9056603773,310842.4528301887
2001-01-07 00:00:00,239281.4423076923,484349.6346153846,267985.32692307694,205189.76923076922,459491.53846153844,3042200.769230769,222575.46153846153,350863.67307692306,403654.9423076923,2054639.6153846155,1087777.8461538462,450916.98076923075,412214.48076923075,465325.75,1009327.7307692308,777559.3846153846,1632799.25,327533.92307692306
2001-01-14 00:00:00,239281.4423076923,484349.6346153846,267985.32692307694,205189.76923076922,459491.53846153844,3042200.769230769,222575.46153846153,350863.67307692306,403654.9423076923,2054639.6153846155,1087777.8461538462,450916.98076923075,412214.48076923075,465325.75,1009327.7307692308,777559.3846153846,1632799.25,327533.92307692306
2001-01-21 00:00:00,239281.4423076923,484349.6346153846,267985.32692307694,205189.76923076922,459491.53846153844,3042200.769230769,222575.46153846153,350863.67307692306,403654.9423076923,2054639.6153846155,1087777.8461538462,450916.98076923075,412214.48076923075,465325.75,1009327.7307692308,777559.3846153846,1632799.25,327533.92307692306
2001-01-28 00:00:00,239281.4423076923,484349.6346153846,267985.32692307694,205189.76923076922,459491.53846153844,3042200.769230769,222575.46153846153,350863.67307692306,403654.9423076923,2054639.6153846155,1087777.8461538462,450916.98076923075,412214.48076923075,465325.75,1009327.7307692308,777559.3846153846,1632799.25,327533.92307692306
2001-02-04 00:00:00,239281.4423076923,484349.6346153846,267985.32692307694,205189.76923076922,459491.53846153844,3042200.769230769,222575.46153846153,350863.67307692306,403654.9423076923,2054639.6153846155,1087777.8461538462,450916.98076923075,412214.48076923075,465325.75,1009327.7307692308,777559.3846153846,1632799.25,327533.92307692306
2001-02-11 00:00:00,239281.4423076923,484349.6346153846,267985.32692307694,205189.76923076922,459491.53846153844,3042200.769230769,222575.46153846153,350863.67307692306,403654.9423076923,2054639.6153846155,1087777.8461538462,450916.98076923075,412214.48076923075,465325.75,1009327.7307692308,777559.3846153846,1632799.25,327533.92307692306
2001-02-18 00:00:00,239281.4423076923,484349.6346153846,267985.32692307694,205189.76923076922,459491.53846153844,3042200.769230769,222575.46153846153,350863.67307692306,403654.9423076923,2054639.6153846155,1087777.8461538462,450916.98076923075,412214.48076923075,465325.75,1009327.7307692308,777559.3846153846,1632799.25,327533.92307692306
2001-02-25 00:00:00,239281.4423076923,484349.6346153846,267985.32692307694,205189.76923076922,459491.53846153844,3042200.769230769,222575.46153846153,350863.67307692306,403654.9423076923,2054639.6153846155,1087777.8461538462,450916.98076923075,412214.48076923075,465325.75,1009327.7307692308,777559.3846153846,1632799.25,327533.92307692306
2001-03-04 00:00:00,239281.4423076923,484349.6346153846,267985.32692307694,205189.76923076922,459491.53846153844,3042200.769230769,222575.46153846153,350863.67307692306,403654.9423076923,2054639.6153846155,1087777.8461538462,450916.98076923075,412214.48076923075,465325.75,1009327.7307692308,777559.3846153846,1632799.25,327533.92307692306
2001-03-11 00:00:00,239281.4423076923,484349.6346153846,267985.32692307694,205189.76923076922,459491.53846153844,3042200.769230769,222575.46153846153,350863.67307692306,403654.9423076923,2054639.6153846155,1087777.8461538462,450916.98076923075,412214.48076923075,465325.75,1009327.7307692308,777559.3846153846,1632799.25,327533.92307692306
2001-03-18 00:00:00,239281.4423076923,484349.6346153846,267985.32692307694,205189.76923076922,459491.53846153844,3042200.769230769,222575.46153846153,350863.67307692306,403654.9423076923,2054639.6153846155,1087777.8461538462,450916.98076923075,412214.48076923075,465325.75,1009327.7307692308,777559.3846153846,1632799.25,327533.92307692306
2001-03-25 00:00:00,239281.4423076923,484349.6346153846,267985.32692307694,205189.76923076922,459491.53846153844,3042200.769230769,222575.46153846153,350863.67307692306,403654.9423076923,2054639.6153846155,1087777.8461538462,450916.98076923075,412214.48076923075,465325.75,1009327.7307692308,777559.3846153846,1632799.25,327533.92307692306
2001-04-01 00:00:00,239281.4423076923,484349.6346153846,267985.32692307694,205189.76923076922,459491.53846153844,3042200.769230769,222575.46153846153,350863.67307692306,403654.9423076923,2054639.6153846155,1087777.8461538462,450916.98076923075,412214.48076923075,465325.75,1009327.7307692308,777559.3846153846,1632799.25,327533.92307692306
2001-04-08 00:00:00,239281.4423076923,484349.6346153846,267985.32692307694,205189.76923076922,459491.53846153844,3042200.769230769,222575.46153846153,350863.67307692306,403654.9423076923,2054639.6153846155,1087777.8461538462,450916.98076923075,412214.48076923075,465325.75,1009327.7307692308,777559.3846153846,1632799.25,327533.92307692306
2001-04-15 00:00:00,239281.4423076923,484349.6346153846,267985.32692307694,205189.76923076922,459491.53846153844,3042200.769230769,222575.46153846153,350863.67307692306,403654.9423076923,2054639.6153846155,1087777.8461538462,450916.98076923075,412214.48076923075,465325.75,1009327.7307692308,777559.3846153846,1632799.25,327533.92307692306
2001-04-22 00:00:00,239281.4423076923,484349.6346153846,267985.32692307694,205189.76923076922,459491.53846153844,3042200.769230769,222575.46153846153,350863.67307692306,403654.9423076923,2054639.6153846155,1087777.8461538462,450916.98076923075,412214.48076923075,465325.75,1009327.7307692308,777559.3846153846,1632799.25,327533.92307692306
2001-04-29 00:00:00,239281.4423076923,484349.6346153846,267985.32692307694,205189.76923076922,459491.53846153844,3042200.769230769,222575.46153846153,350863.67307692306,403654.9423076923,2054639.6153846155,1087777.8461538462,450916.98076923075,412214.48076923075,465325.75,1009327.7307692308,777559.3846153846,1632799.25,327533.92307692306
2001-05-06 00:00:00,239281.4423076923,484349.6346153846,267985.32692307694,205189.76923076922,459491.53846153844,3042200.769230769,222575.46153846153,350863.67307692306,403654.9423076923,2054639.6153846155,1087777.8461538462,450916.98076923075,412214.48076923075,465325.75,1009327.7307692308,777559.3846153846,1632799.25,327533.92307692306
2001-05-13 00:00:00,239281.4423076923,484349.6346153846,267985.32692307694,205189.76923076922,459491.53846153844,3042200.769230769,222575.46153846153,350863.67307692306,403654.9423076923,2054639.6153846155,1087777.8461538462,450916.98076923075,412214.48076923075,465325.75,1009327.7307692308,777559.3846153846,1632799.25,327533.92307692306
2001-05-20 00:00:00,239281.4423076923,484349.6346153846,267985.32692307694,205189.76923076922,459491.53846153844,3042200.769230769,222575.46153846153,350863.67307692306,403654.9423076923,2054639.6153846155,1087777.8461538462,450916.98076923075,412214.48076923075,465325.75,1009327.7307692308,777559.3846153846,1632799.25,327533.92307692306
2001-05-27 00:00:00,239281.4423076923,484349.6346153846,267985.32692307694,205189.76923076922,459491.53846153844,3042200.769230769,222575.46153846153,350863.67307692306,403654.9423076923,2054639.6153846155,1087777.8461538462,450916.98076923075,412214.48076923075,465325.75,1009327.7307692308,777559.3846153846,1632799.25,327533.92307692306
2001-06-03 00:00:00,239281.4423076923,484349.6346153846,267985.32692307694,205189.76923076922,459491.53846153844,3042200.769230769,222575.46153846153,350863.67307692306,403654.9423076923,2054639.6153846155,1087777.8461538462,450916.98076923075,412214.48076923075,465325.75,1009327.7307692308,777559.3846153846,1632799.25,327533.92307692306
2001-06-10 00:00:00,239281.4423076923,484349.6346153846,267985.32692307694,205189.76923076922,459491.53846153844,3042200.769230769,222575.46153846153,350863.67307692306,403654.9423076923,2054639.6153846155,1087777.8461538462,450916.98076923075,412214.48076923075,465325.75,1009327.7307692308,777559.3846153846,1632799.25,327533.92307692306
2001-06-17 00:00:00,239281.4423076923,484349.6346153846,267985.32692307694,205189.76923076922,459491.53846153844,3042200.769230769,222575.46153846153,350863.67307692306,403654.9423076923,2054639.6153846155,1087777.8461538462,450916.98076923075,412214.48076923075,465325.75,1009327.7307692308,777559.3846153846,1632799.25,327533.92307692306
2001-06-24 00:00:00,239281.4423076923,484349.6346153846,267985.32692307694,205189.76923076922,459491.53846153844,3042200.769230769,222575.46153846153,350863.67307692306,403654.9423076923,2054639.6153846155,1087777.8461538462,450916.98076923075,412214.48076923075,465325.75,1009327.7307692308,777559.3846153846,1632799.25,327533.92307692306
2001-07-01 00:00:00,239281.4423076923,484349.6346153846,267985.32692307694,205189.76923076922,459491.53846153844,3042200.769230769,222575.46153846153,350863.67307692306,403654.9423076923,2054639.6153846155,1087777.8461538462,450916.98076923075,412214.48076923075,465325.75,1009327.7307692308,777559.3846153846,1632799.25,327533.92307692306
2001-07-08 00:00:00,239281.4423076923,484349.6346153846,267985.32692307694,205189.76923076922,459491.53846153844,3042200.769230769,222575.46153846153,350863.67307692306,403654.9423076923,2054639.6153846155,1087777.8461538462,450916.98076923075,412214.48076923075,465325.75,1009327.7307692308,777559.3846153846,1632799.25,327533.92307692306
2001-07-15 00:00:00,239281.4423076923,484349.6346153846,267985.32692307694,205189.76923076922,459491.53846153844,3042200.769230769,222575.46153846153,350863.67307692306,403654.9423076923,2054639.6153846155,1087777.8461538462,450916.98076923075,412214.48076923075,465325.75,1009327.7307692308,777559.3846153846,1632799.25,327533.92307692306
2001-07-22 00:00:00,239281.4423076923,484349.6346153846,267985.32692307694,205189.76923076922,459491.53846153844,3042200.769230769,222575.46153846153,350863.67307692306,403654.9423076923,2054639.6153846155,1087777.8461538462,450916.98076923075,412214.48076923075,465325.75,1009327.7307692308,777559.3846153846,1632799.25,327533.92307692306
2001-07-29 00:00:00,239281.4423076923,484349.6346153846,267985.32692307694,205189.76923076922,459491.53846153844,3042200.769230769,222575.46153846153,350863.67307692306,403654.9423076923,2054639.6153846155,1087777.8461538462,450916.98076923075,412214.48076923075,465325.75,1009327.7307692308,777559.3846153846,1632799.25,327533.92307692306
2001-08-05 00:00:00,239281.4423076923,484349.6346153846,267985.32692307694,205189.76923076922,459491.53846153844,3042200.769230769,222575.46153846153,350863.67307692306,403654.9423076923,2054639.6153846155,1087777.8461538462,450916.98076923075,412214.48076923075,465325.75,1009327.7307692308,777559.3846153846,1632799.25,327533.92307692306
2001-08-12 00:00:00,239281.4423076923,484349.6346153846,267985.32692307694,205189.76923076922,459491.53846153844,3042200.769230769,222575.46153846153,350863.67307692306,403654.9423076923,2054639.6153846155,1087777.8461538462,450916.98076923075,412214.48076923075,465325.75,1009327.7307692308,777559.3846153846,1632799.25,327533.92307692306
2001-08-19 00:00:00,239281.4423076923,484349.6346153846,267985.32692307694,205189.76923076922,459491.53846153844,3042200.769230769,222575.46153846153,350863.67307692306,403654.9423076923,2054639.6153846155,1087777.8461538462,450916.98076923075,412214.48076923075,465325.75,1009327.7307692308,777559.3846153846,1632799.25,327533.92307692306
2001-08-26 00:00:00,239281.4423076923,484349.6346153846,267985.32692307694,205189.76923076922,459491.53846153844,3042200.769230769,222575.46153846153,350863.67307692306,403654.9423076923,2054639.6153846155,1087777.8461538462,450916.98076923075,412214.48076923075,465325.75,1009327.7307692308,777559.3846153846,1632799.25,327533.92307692306
