date,IETS,IWTS,WKTS,OITF,NLTS,STTS,NWNTTS,Total
2000-09-17 00:00:00,18034766.301886793,6721200.471698113,49160673.056603774,88631.92452830188,422543.62264150946,9399274.169811321,0.0,83827089.60377358
2000-09-24 00:00:00,18034766.301886793,6721200.471698113,49160673.056603774,88631.92452830188,422543.62264150946,9399274.169811321,0.0,83827089.60377358
2000-10-01 00:00:00,18034766.301886793,6721200.471698113,49160673.056603774,88631.92452830188,422543.62264150946,9399274.169811321,0.0,83827089.60377358
2000-10-08 00:00:00,18034766.301886793,6721200.471698113,49160673.056603774,88631.92452830188,422543.62264150946,9399274.169811321,0.0,83827089.60377358
2000-10-15 00:00:00,18034766.301886793,6721200.471698113,49160673.056603774,88631.92452830188,422543.62264150946,9399274.169811321,0.0,83827089.60377358
2000-10-22 00:00:00,18034766.301886793,6721200.471698113,49160673.056603774,88631.92452830188,422543.62264150946,9399274.169811321,0.0,83827089.60377358
2000-10-29 00:00:00,18034766.301886793,6721200.471698113,49160673.056603774,88631.92452830188,422543.62264150946,9399274.169811321,0.0,83827089.60377358
2000-11-05 00:00:00,18034766.301886793,6721200.471698113,49160673.056603774,88631.92452830188,422543.62264150946,9399274.169811321,0.0,83827089.60377358
2000-11-12 00:00:00,18034766.301886793,6721200.471698113,49160673.056603774,88631.92452830188,422543.62264150946,9399274.169811321,0.0,83827089.60377358
2000-11-19 00:00:00,18034766.301886793,6721200.471698113,49160673.056603774,88631.92452830188,422543.62264150946,9399274.169811321,0.0,83827089.60377358
2000-11-26 00:00:00,18034766.301886793,6721200.471698113,49160673.056603774,88631.92452830188,422543.62264150946,9399274.169811321,0.0,83827089.60377358
2000-12-03 00:00:00,18034766.301886793,6721200.471698113,49160673.056603774,88631.92452830188,422543.62264150946,9399274.169811321,0.0,83827089.60377358
2000-12-10 00:00:00,18034766.301886793,6721200.471698113,49160673.056603774,88631.92452830188,422543.62264150946,9399274.169811321,0.0,83827089.60377358
2000-12-17 00:00:00,18034766.301886793,6721200.471698113,49160673.056603774,88631.92452830188,422543.62264150946,9399274.169811321,0.0,83827089.60377358
2000-12-24 00:00:00,18034766.301886793,6721200.471698113,49160673.056603774,88631.92452830188,422543.62264150946,9399274.169811321,0.0,83827089.60377358
2000-12-31 00:00:00,18034766.301886793,6721200.471698113,49160673.056603774,88631.92452830188,422543.62264150946,9399274.169811321,0.0,83827089.60377358
2001-01-07 00:00:00,18829400.057692308,7068159.461538462,49652622.01923077,97111.61538461539,517631.5576923077,8993909.5,2221804.403846154,87380638.65384616
2001-01-14 00:00:00,18829400.057692308,7068159.461538462,49652622.01923077,97111.61538461539,517631.5576923077,8993909.5,2221804.403846154,87380638.65384616
2001-01-21 00:00:00,18829400.057692308,7068159.461538462,49652622.01923077,97111.61538461539,517631.5576923077,8993909.5,2221804.403846154,87380638.65384616
2001-01-28 00:00:00,18829400.057692308,7068159.461538462,49652622.01923077,97111.61538461539,517631.5576923077,8993909.5,2221804.403846154,87380638.65384616
2001-02-04 00:00:00,18829400.057692308,7068159.461538462,49652622.01923077,97111.61538461539,517631.5576923077,8993909.5,2221804.403846154,87380638.65384616
2001-02-11 00:00:00,18829400.057692308,7068159.461538462,49652622.01923077,97111.61538461539,517631.5576923077,8993909.5,2221804.403846154,87380638.65384616
2001-02-18 00:00:00,18829400.057692308,7068159.461538462,49652622.01923077,97111.61538461539,517631.5576923077,8993909.5,2221804.403846154,87380638.65384616
2001-02-25 00:00:00,18829400.057692308,7068159.461538462,49652622.01923077,97111.61538461539,517631.5576923077,8993909.5,2221804.403846154,87380638.65384616
2001-03-04 00:00:00,18829400.057692308,7068159.461538462,49652622.01923077,97111.61538461539,517631.5576923077,8993909.5,2221804.403846154,87380638.65384616
2001-03-11 00:00:00,18829400.057692308,7068159.461538462,49652622.01923077,97111.61538461539,517631.5576923077,8993909.5,2221804.403846154,87380638.65384616
2001-03-18 00:00:00,18829400.057692308,7068159.461538462,49652622.01923077,97111.61538461539,517631.5576923077,8993909.5,2221804.403846154,87380638.65384616
2001-03-25 00:00:00,18829400.057692308,7068159.461538462,49652622.01923077,97111.61538461539,517631.5576923077,8993909.5,2221804.403846154,87380638.65384616
2001-04-01 00:00:00,18829400.057692308,7068159.461538462,49652622.01923077,97111.61538461539,517631.5576923077,8993909.5,2221804.403846154,87380638.65384616
2001-04-08 00:00:00,18829400.057692308,7068159.461538462,49652622.01923077,97111.61538461539,517631.5576923077,8993909.5,2221804.403846154,87380638.65384616
2001-04-15 00:00:00,18829400.057692308,7068159.461538462,49652622.01923077,97111.61538461539,517631.5576923077,8993909.5,2221804.403846154,87380638.65384616
2001-04-22 00:00:00,18829400.057692308,7068159.461538462,49652622.01923077,97111.61538461539,517631.5576923077,8993909.5,2221804.403846154,87380638.65384616
2001-04-29 00:00:00,18829400.057692308,7068159.461538462,49652622.01923077,97111.61538461539,517631.5576923077,8993909.5,2221804.403846154,87380638.65384616
2001-05-06 00:00:00,18829400.057692308,7068159.461538462,49652622.01923077,97111.61538461539,517631.5576923077,8993909.5,2221804.403846154,87380638.65384616
2001-05-13 00:00:00,18829400.057692308,7068159.461538462,49652622.01923077,97111.61538461539,517631.5576923077,8993909.5,2221804.403846154,87380638.65384616
2001-05-20 00:00:00,18829400.057692308,7068159.461538462,49652622.01923077,97111.61538461539,517631.5576923077,8993909.5,2221804.403846154,87380638.65384616
2001-05-27 00:00:00,18829400.057692308,7068159.461538462,49652622.01923077,97111.61538461539,517631.5576923077,8993909.5,2221804.403846154,87380638.65384616
2001-06-03 00:00:00,18829400.057692308,7068159.461538462,49652622.01923077,97111.61538461539,517631.5576923077,8993909.5,2221804.403846154,87380638.65384616
2001-06-10 00:00:00,18829400.057692308,7068159.461538462,49652622.01923077,97111.61538461539,517631.5576923077,8993909.5,2221804.403846154,87380638.65384616
2001-06-17 00:00:00,18829400.057692308,7068159.461538462,49652622.01923077,97111.61538461539,517631.5576923077,8993909.5,2221804.403846154,87380638.65384616
2001-06-24 00:00:00,18829400.057692308,7068159.461538462,49652622.01923077,97111.61538461539,517631.5576923077,8993909.5,2221804.403846154,87380638.65384616
2001-07-01 00:00:00,18829400.057692308,7068159.461538462,49652622.01923077,97111.61538461539,517631.5576923077,8993909.5,2221804.403846154,87380638.65384616
2001-07-08 00:00:00,18829400.057692308,7068159.461538462,49652622.01923077,97111.61538461539,517631.5576923077,8993909.5,2221804.403846154,87380638.65384616
2001-07-15 00:00:00,18829400.057692308,7068159.461538462,49652622.01923077,97111.61538461539,517631.5576923077,8993909.5,2221804.403846154,87380638.65384616
2001-07-22 00:00:00,18829400.057692308,7068159.461538462,49652622.01923077,97111.61538461539,517631.5576923077,8993909.5,2221804.403846154,87380638.65384616
2001-07-29 00:00:00,18829400.057692308,7068159.461538462,49652622.01923077,97111.61538461539,517631.5576923077,8993909.5,2221804.403846154,87380638.65384616
2001-08-05 00:00:00,18829400.057692308,7068159.461538462,49652622.01923077,97111.61538461539,517631.5576923077,8993909.5,2221804.403846154,87380638.65384616
2001-08-12 00:00:00,18829400.057692308,7068159.461538462,49652622.01923077,97111.61538461539,517631.5576923077,8993909.5,2221804.403846154,87380638.65384616
2001-08-19 00:00:00,18829400.057692308,7068159.461538462,49652622.01923077,97111.61538461539,517631.5576923077,8993909.5,2221804.403846154,87380638.65384616
2001-08-26 00:00:00,18829400.057692308,7068159.461538462,49652622.01923077,97111.61538461539,517631.5576923077,8993909.5,2221804.403846154,87380638.65384616
2001-09-02 00:00:00,18829400.057692308,7068159.461538462,49652622.01923077,97111.61538461539,517631.5576923077,8993909.5,2221804.403846154,87380638.65384616
2001-09-09 00:00:00,18829400.057692308,7068159.461538462,49652622.01923077,97111.61538461539,517631.5576923077,8993909.5,2221804.403846154,87380638.65384616
2001-09-16 00:00:00,18829400.057692308,7068159.461538462,49652622.01923077,97111.61538461539,517631.5576923077,8993909.5,2221804.403846154,87380638.65384616
2001-09-23 00:00:00,18829400.057692308,7068159.461538462,49652622.01923077,97111.61538461539,517631.5576923077,8993909.5,2221804.403846154,87380638.65384616
2001-09-30 00:00:00,18829400.057692308,7068159.461538462,49652622.01923077,97111.61538461539,517631.5576923077,8993909.5,2221804.403846154,87380638.65384616
2001-10-07 00:00:00,18829400.057692308,7068159.461538462,49652622.01923077,97111.61538461539,517631.5576923077,8993909.5,2221804.403846154,87380638.65384616
2001-10-14 00:00:00,18829400.057692308,7068159.461538462,49652622.01923077,97111.61538461539,517631.5576923077,8993909.5,2221804.403846154,87380638.65384616
2001-10-21 00:00:00,18829400.057692308,7068159.461538462,49652622.01923077,97111.61538461539,517631.5576923077,8993909.5,2221804.403846154,87380638.65384616
2001-10-28 00:00:00,18829400.057692308,7068159.461538462,49652622.01923077,97111.61538461539,517631.5576923077,8993909.5,2221804.403846154,87380638.65384616
2001-11-04 00:00:00,18829400.057692308,7068159.461538462,49652622.01923077,97111.61538461539,517631.5576923077,8993909.5,2221804.403846154,87380638.65384616
2001-11-11 00:00:00,18829400.057692308,7068159.461538462,49652622.01923077,97111.61538461539,517631.5576923077,8993909.5,2221804.403846154,87380638.65384616
2001-11-18 00:00:00,18829400.057692308,7068159.461538462,49652622.01923077,97111.61538461539,517631.5576923077,8993909.5,2221804.403846154,87380638.65384616
2001-11-25 00:00:00,18829400.057692308,7068159.461538462,49652622.01923077,97111.61538461539,517631.5576923077,8993909.5,2221804.403846154,87380638.65384616
2001-12-02 00:00:00,18829400.057692308,7068159.461538462,49652622.01923077,97111.61538461539,517631.5576923077,8993909.5,2221804.403846154,87380638.65384616
2001-12-09 00:00:00,18829400.057692308,7068159.461538462,49652622.01923077,97111.61538461539,517631.5576923077,8993909.5,2221804.403846154,87380638.65384616
2001-12-16 00:00:00,18829400.057692308,7068159.461538462,49652622.01923077,97111.61538461539,517631.5576923077,8993909.5,2221804.403846154,87380638.65384616
2001-12-23 00:00:00,18829400.057692308,7068159.461538462,49652622.01923077,97111.61538461539,517631.5576923077,8993909.5,2221804.403846154,87380638.65384616
2001-12-30 00:00:00,18829400.057692308,7068159.461538462,49652622.01923077,97111.61538461539,517631.5576923077,8993909.5,2221804.403846154,87380638.65384616
2002-01-06 00:00:00,19533103.557692308,7242323.538461538,52956318.98076923,102757.63461538461,530054.7307692308,7791353.057692308,8200061.615384615,96355973.1923077
2002-01-13 00:00:00,19533103.557692308,7242323.538461538,52956318.98076923,102757.63461538461,530054.7307692308,7791353.057692308,8200061.615384615,96355973.1923077
2002-01-20 00:00:00,19533103.557692308,7242323.538461538,52956318.98076923,102757.63461538461,530054.7307692308,7791353.057692308,8200061.615384615,96355973.1923077
2002-01-27 00:00:00,19533103.557692308,7242323.538461538,52956318.98076923,102757.63461538461,530054.7307692308,7791353.057692308,8200061.615384615,96355973.1923077
2002-02-03 00:00:00,19533103.557692308,7242323.538461538,52956318.98076923,102757.63461538461,530054.7307692308,7791353.057692308,8200061.615384615,96355973.1923077
2002-02-10 00:00:00,19533103.557692308,7242323.538461538,52956318.98076923,102757.63461538461,530054.7307692308,7791353.057692308,8200061.615384615,96355973.1923077
2002-02-17 00:00:00,19533103.557692308,7242323.538461538,52956318.98076923,102757.63461538461,530054.7307692308,7791353.057692308,8200061.615384615,96355973.1923077
2002-02-24 00:00:00,19533103.557692308,7242323.538461538,52956318.98076923,102757.63461538461,530054.7307692308,7791353.057692308,8200061.615384615,96355973.1923077
2002-03-03 00:00:00,19533103.557692308,7242323.538461538,52956318.98076923,102757.63461538461,530054.7307692308,7791353.057692308,8200061.615384615,96355973.1923077
2002-03-10 00:00:00,19533103.557692308,7242323.538461538,52956318.98076923,102757.63461538461,530054.7307692308,7791353.057692308,8200061.615384615,96355973.1923077
2002-03-17 00:00:00,19533103.557692308,7242323.538461538,52956318.98076923,102757.63461538461,530054.7307692308,7791353.057692308,8200061.615384615,96355973.1923077
2002-03-24 00:00:00,19533103.557692308,7242323.538461538,52956318.98076923,102757.63461538461,530054.7307692308,7791353.057692308,8200061.615384615,96355973.1923077
2002-03-31 00:00:00,19533103.557692308,7242323.538461538,52956318.98076923,102757.63461538461,530054.7307692308,7791353.057692308,8200061.615384615,96355973.1923077
2002-04-07 00:00:00,19533103.557692308,7242323.538461538,52956318.98076923,102757.63461538461,530054.7307692308,7791353.057692308,8200061.615384615,96355973.1923077
2002-04-14 00:00:00,19533103.557692308,7242323.538461538,52956318.98076923,102757.63461538461,530054.7307692308,7791353.057692308,8200061.615384615,96355973.1923077
2002-04-21 00:00:00,19533103.557692308,7242323.538461538,52956318.98076923,102757.63461538461,530054.7307692308,7791353.057692308,8200061.615384615,96355973.1923077
2002-04-28 00:00:00,19533103.557692308,7242323.538461538,52956318.98076923,102757.63461538461,530054.7307692308,7791353.057692308,8200061.615384615,96355973.1923077
2002-05-05 00:00:00,19533103.557692308,7242323.538461538,52956318.98076923,102757.63461538461,530054.7307692308,7791353.057692308,8200061.615384615,96355973.1923077
2002-05-12 00:00:00,19533103.557692308,7242323.538461538,52956318.98076923,102757.63461538461,530054.7307692308,7791353.057692308,8200061.615384615,96355973.1923077
2002-05-19 00:00:00,19533103.557692308,7242323.538461538,52956318.98076923,102757.63461538461,530054.7307692308,7791353.057692308,8200061.615384615,96355973.1923077
2002-05-26 00:00:00,19533103.557692308,7242323.538461538,52956318.98076923,102757.63461538461,530054.7307692308,7791353.057692308,8200061.615384615,96355973.1923077
2002-06-02 00:00:00,19533103.557692308,7242323.538461538,52956318.98076923,102757.63461538461,530054.7307692308,7791353.057692308,8200061.615384615,96355973.1923077
2002-06-09 00:00:00,19533103.557692308,7242323.538461538,52956318.98076923,102757.63461538461,530054.7307692308,7791353.057692308,8200061.615384615,96355973.1923077
2002-06-16 00:00:00,19533103.557692308,7242323.538461538,52956318.98076923,102757.63461538461,530054.7307692308,7791353.057692308,8200061.615384615,96355973.1923077
2002-06-23 00:00:00,19533103.557692308,7242323.538461538,52956318.98076923,102757.63461538461,530054.7307692308,7791353.057692308,8200061.615384615,96355973.1923077
2002-06-30 00:00:00,19533103.557692308,7242323.538461538,52956318.98076923,102757.63461538461,530054.7307692308,7791353.057692308,8200061.615384615,96355973.1923077
2002-07-07 00:00:00,19533103.557692308,7242323.538461538,52956318.98076923,102757.63461538461,530054.7307692308,7791353.057692308,8200061.615384615,96355973.1923077
2002-07-14 00:00:00,19533103.557692308,7242323.538461538,52956318.98076923,102757.63461538461,530054.7307692308,7791353.057692308,8200061.615384615,96355973.1923077
2002-07-21 00:00:00,19533103.557692308,7242323.538461538,52956318.98076923,102757.63461538461,530054.7307692308,7791353.057692308,8200061.615384615,96355973.1923077
2002-07-28 00:00:00,19533103.557692308,7242323.538461538,52956318.98076923,102757.63461538461,530054.7307692308,7791353.057692308,8200061.615384615,96355973.1923077
2002-08-04 00:00:00,19533103.557692308,7242323.538461538,52956318.98076923,102757.63461538461,530054.7307692308,7791353.057692308,8200061.615384615,96355973.1923077
2002-08-11 00:00:00,19533103.557692308,7242323.538461538,52956318.98076923,102757.63461538461,530054.7307692308,7791353.057692308,8200061.615384615,96355973.1923077
2002-08-18 00:00:00,19533103.557692308,7242323.538461538,52956318.98076923,102757.63461538461,530054.7307692308,7791353.057692308,8200061.615384615,96355973.1923077
2002-08-25 00:00:00,19533103.557692308,7242323.538461538,52956318.98076923,102757.63461538461,530054.7307692308,7791353.057692308,8200061.615384615,96355973.1923077
2002-09-01 00:00:00,19533103.557692308,7242323.538461538,52956318.98076923,102757.63461538461,530054.7307692308,7791353.057692308,8200061.615384615,96355973.1923077
2002-09-08 00:00:00,19533103.557692308,7242323.538461538,52956318.98076923,102757.63461538461,530054.7307692308,7791353.057692308,8200061.615384615,96355973.1923077
2002-09-15 00:00:00,19533103.557692308,7242323.538461538,52956318.98076923,102757.63461538461,530054.7307692308,7791353.057692308,8200061.615384615,96355973.1923077
2002-09-22 00:00:00,19533103.557692308,7242323.538461538,52956318.98076923,102757.63461538461,530054.7307692308,7791353.057692308,8200061.615384615,96355973.1923077
2002-09-29 00:00:00,19533103.557692308,7242323.538461538,52956318.98076923,102757.63461538461,530054.7307692308,7791353.057692308,8200061.615384615,96355973.1923077
2002-10-06 00:00:00,19533103.557692308,7242323.538461538,52956318.98076923,102757.63461538461,530054.7307692308,7791353.057692308,8200061.615384615,96355973.1923077
2002-10-13 00:00:00,19533103.557692308,7242323.538461538,52956318.98076923,102757.63461538461,530054.7307692308,7791353.057692308,8200061.615384615,96355973.1923077
2002-10-20 00:00:00,19533103.557692308,7242323.538461538,52956318.98076923,102757.63461538461,530054.7307692308,7791353.057692308,8200061.615384615,96355973.1923077
2002-10-27 00:00:00,19533103.557692308,7242323.538461538,52956318.98076923,102757.63461538461,530054.7307692308,7791353.057692308,8200061.615384615,96355973.1923077
2002-11-03 00:00:00,19533103.557692308,7242323.538461538,52956318.98076923,102757.63461538461,530054.7307692308,7791353.057692308,8200061.615384615,96355973.1923077
2002-11-10 00:00:00,19533103.557692308,7242323.538461538,52956318.98076923,102757.63461538461,530054.7307692308,7791353.057692308,8200061.615384615,96355973.1923077
2002-11-17 00:00:00,19533103.557692308,7242323.538461538,52956318.98076923,102757.63461538461,530054.7307692308,7791353.057692308,8200061.615384615,96355973.1923077
2002-11-24 00:00:00,19533103.557692308,7242323.538461538,52956318.98076923,102757.63461538461,530054.7307692308,7791353.057692308,8200061.615384615,96355973.1923077
2002-12-01 00:00:00,19533103.557692308,7242323.538461538,52956318.98076923,102757.63461538461,530054.7307692308,7791353.057692308,8200061.615384615,96355973.1923077
2002-12-08 00:00:00,19533103.557692308,7242323.538461538,52956318.98076923,102757.63461538461,530054.7307692308,7791353.057692308,8200061.615384615,96355973.1923077
2002-12-15 00:00:00,19533103.557692308,7242323.538461538,52956318.98076923,102757.63461538461,530054.7307692308,7791353.057692308,8200061.615384615,96355973.1923077
2002-12-22 00:00:00,19533103.557692308,7242323.538461538,52956318.98076923,102757.63461538461,530054.7307692308,7791353.057692308,8200061.615384615,96355973.1923077
2002-12-29 00:00:00,19533103.557692308,7242323.538461538,52956318.98076923,102757.63461538461,530054.7307692308,7791353.057692308,8200061.615384615,96355973.1923077
2003-01-05 00:00:00,19149265.28846154,7082673.134615385,65814825.788461536,110662.07692307692,509349.46153846156,7326499.307692308,9116269.615384616,109109544.73076923
2003-01-12 00:00:00,19149265.28846154,7082673.134615385,65814825.788461536,110662.07692307692,509349.46153846156,7326499.307692308,9116269.615384616,109109544.73076923
2003-01-19 00:00:00,19149265.28846154,7082673.134615385,65814825.788461536,110662.07692307692,509349.46153846156,7326499.307692308,9116269.615384616,109109544.73076923
2003-01-26 00:00:00,19149265.28846154,7082673.134615385,65814825.788461536,110662.07692307692,509349.46153846156,7326499.307692308,9116269.615384616,109109544.73076923
2003-02-02 00:00:00,19149265.28846154,7082673.134615385,65814825.788461536,110662.07692307692,509349.46153846156,7326499.307692308,9116269.615384616,109109544.73076923
2003-02-09 00:00:00,19149265.28846154,7082673.134615385,65814825.788461536,110662.07692307692,509349.46153846156,7326499.307692308,9116269.615384616,109109544.73076923
2003-02-16 00:00:00,19149265.28846154,7082673.134615385,65814825.788461536,110662.07692307692,509349.46153846156,7326499.307692308,9116269.615384616,109109544.73076923
2003-02-23 00:00:00,19149265.28846154,7082673.134615385,65814825.788461536,110662.07692307692,509349.46153846156,7326499.307692308,9116269.615384616,109109544.73076923
2003-03-02 00:00:00,19149265.28846154,7082673.134615385,65814825.788461536,110662.07692307692,509349.46153846156,7326499.307692308,9116269.615384616,109109544.73076923
2003-03-09 00:00:00,19149265.28846154,7082673.134615385,65814825.788461536,110662.07692307692,509349.46153846156,7326499.307692308,9116269.615384616,109109544.73076923
2003-03-16 00:00:00,19149265.28846154,7082673.134615385,65814825.788461536,110662.07692307692,509349.46153846156,7326499.307692308,9116269.615384616,109109544.73076923
2003-03-23 00:00:00,19149265.28846154,7082673.134615385,65814825.788461536,110662.07692307692,509349.46153846156,7326499.307692308,9116269.615384616,109109544.73076923
2003-03-30 00:00:00,19149265.28846154,7082673.134615385,65814825.788461536,110662.07692307692,509349.46153846156,7326499.307692308,9116269.615384616,109109544.73076923
2003-04-06 00:00:00,19149265.28846154,7082673.134615385,65814825.788461536,110662.07692307692,509349.46153846156,7326499.307692308,9116269.615384616,109109544.73076923
2003-04-13 00:00:00,19149265.28846154,7082673.134615385,65814825.788461536,110662.07692307692,509349.46153846156,7326499.307692308,9116269.615384616,109109544.73076923
2003-04-20 00:00:00,19149265.28846154,7082673.134615385,65814825.788461536,110662.07692307692,509349.46153846156,7326499.307692308,9116269.615384616,109109544.73076923
2003-04-27 00:00:00,19149265.28846154,7082673.134615385,65814825.788461536,110662.07692307692,509349.46153846156,7326499.307692308,9116269.615384616,109109544.73076923
2003-05-04 00:00:00,19149265.28846154,7082673.134615385,65814825.788461536,110662.07692307692,509349.46153846156,7326499.307692308,9116269.615384616,109109544.73076923
2003-05-11 00:00:00,19149265.28846154,7082673.134615385,65814825.788461536,110662.07692307692,509349.46153846156,7326499.307692308,9116269.615384616,109109544.73076923
2003-05-18 00:00:00,19149265.28846154,7082673.134615385,65814825.788461536,110662.07692307692,509349.46153846156,7326499.307692308,9116269.615384616,109109544.73076923
2003-05-25 00:00:00,19149265.28846154,7082673.134615385,65814825.788461536,110662.07692307692,509349.46153846156,7326499.307692308,9116269.615384616,109109544.73076923
2003-06-01 00:00:00,19149265.28846154,7082673.134615385,65814825.788461536,110662.07692307692,509349.46153846156,7326499.307692308,9116269.615384616,109109544.73076923
2003-06-08 00:00:00,19149265.28846154,7082673.134615385,65814825.788461536,110662.07692307692,509349.46153846156,7326499.307692308,9116269.615384616,109109544.73076923
2003-06-15 00:00:00,19149265.28846154,7082673.134615385,65814825.788461536,110662.07692307692,509349.46153846156,7326499.307692308,9116269.615384616,109109544.73076923
2003-06-22 00:00:00,19149265.28846154,7082673.134615385,65814825.788461536,110662.07692307692,509349.46153846156,7326499.307692308,9116269.615384616,109109544.73076923
2003-06-29 00:00:00,19149265.28846154,7082673.134615385,65814825.788461536,110662.07692307692,509349.46153846156,7326499.307692308,9116269.615384616,109109544.73076923
2003-07-06 00:00:00,19149265.28846154,7082673.134615385,65814825.788461536,110662.07692307692,509349.46153846156,7326499.307692308,9116269.615384616,109109544.73076923
